,,,,,,,,
,l2tpc_tunnel_action=,,VPN,Static,Default,,,
,l2tpc_tunnel_name=,,VPN,Static,Default,,,
,l2tpc_tunnels=,,VPN,Static,Default,,,
,l2tps_debug=0,,VPN,Static,Default,,,
,l2tps_enable=0,,VPN,Static,Default,,,
,l2tps_expert=,,VPN,Static,Default,,,
,l2tps_interval=60,,VPN,Static,Default,,,
,l2tps_localip=,,VPN,Static,Default,,,
,l2tps_mppe=0,,VPN,Static,Default,,,
,l2tps_passwd=,,VPN,Static,Default,,,
,l2tps_remoteip=,,VPN,Static,Default,,,
,l2tps_remotemask=,,VPN,Static,Default,,,
,l2tps_remotenet=,,VPN,Static,Default,,,
,l2tps_retry=5,,VPN,Static,Default,,,
,l2tps_username=,,VPN,Static,Default,,,
,,,,,,,,
,lan0_mac=,,MAC Address,Static,Default,,,
,lan0_mdix=0,,LAN Settings,Static,Default,,,
,lan0_mip=,,LAN Settings,Static,Default,,,
,lan0_mode=0,,LAN Settings,Static,Default,,,
,lan0_mtu_enable=0,,LAN Settings,Static,Default,,,
,lan0_mtu=1500,,LAN Settings,Static,Default,,,
,lan0_name=lan0,,LAN Settings,Static,Default,,,
,lan0_netmask=255.255.255.0,,LAN Settings,Static,Default,,,
,lan0_proto=static,,LAN Settings,Static,Default,,,
,lan0_server=0.0.0.0,,LAN Settings,Static,Default,,,
,language=English,,LAN Settings,Static,Default,,,
,,,,,,,,
,linkbackup_enable=0,,Link Backup,Dynamic,Default,Device Level override,,
,linkbackup_hot_mode=1,,Link Backup,Dynamic,Default,Device Level override,,
,,,,,,,,
,log_console=0,,Log ,Static,Default,,,
,log_crond=1,,Log ,Static,Default,,,
,log_level=7,,Log ,Static,Default,,,
,log_mark=0,,Log ,Static,Default,,,
,log_remote=0,,Log ,Static,Default,,,
,log_remoteip=,,Log ,Static,Default,,,
,log_remoteport=514,,Log ,Static,Default,,,
,login_timeout=500,,Log ,Static,Default,,,
,,,,,,,,
,lte_band_config=ALL,,Cellular,Static,Default,,,
,main_icmp_host=,,cell back up,Dyanmic,Default,Device Level override,,
,main_icmp_interval=10,,cell back up,Static,Default,,,
,main_icmp_retries=3,,cell back up,Static,Default,,,
,main_icmp_timeout=3,,cell back up,Static,Default,,,
,main_successive_pkts_rcvd_for_up=1,,cell back up,Static,Default,,,
,max_modem_reset=120,,Cellular,Static,Default,,,
,max_ppp_redial=10,,Cellular,Static,Default,,,
,,,,,,,,
,multicast_pass=1,,FW ,Static,Default,,,
,,,,,,,,
,nf_ttl=0,,,Static,Default,,,
,ntp_kiss=,,,Static,Default,,,
,ntp_server=10.4.6.30;time.nist.gov;time.google.com,Global,Time,Dynamic,Default,Must be configurable ,,
,ntp_tdod=1,,Time,Static,Default,,,
,ntp_updates=24,,Time,Static,Default,,,
,,,,,,,,
,oem_name=,,N/A,Static,Default,,,
,openvpn_c2c_enable=0,,OPENVPN,Static,Default,,,
,openvpn_dns1=1,,OPENVPN,Static,Default,,,
,openvpn_dns2=,,OPENVPN,Static,Default,,,
,openvpn_dns3=,,OPENVPN,Static,Default,,,
,openvpn_dns4=,,OPENVPN,Static,Default,,,
,openvpn_ovpn1=,,OPENVPN,Static,Default,,,
,openvpn_secret1=,,OPENVPN,Static,Default,,,
,openvpn_secret2=,,OPENVPN,Static,Default,,,
,openvpn_secret3=,,OPENVPN,Static,Default,,,
,openvpn_secret4=,,OPENVPN,Static,Default,,,
,openvpn_tunnel_action=edit,,OPENVPN,Static,Default,,,
,openvpn_tunnel_name=OpenVPN_T_1,,OPENVPN,Static,Default,,,
,openvpn_tunnels=,,OPENVPN,Static,Default,,,
,openvpn_user_list=,,OPENVPN,Static,Default,,,
,ospf_enable=0,,N/A,Static,Default,,,
,ovdp_center_port=20003,,N/A,Static,Default,,,
,ovdp_center=g.inhandnetworks.com,,N/A,Static,Default,,,
,ovdp_device_id=302003017,,N/A,Static,Default,,,
,ovdp_enable=0,,N/A,Static,Default,,,
,ovdp_entity_conf=,,N/A,Static,Default,,,
,ovdp_hb_interval=120,,N/A,Static,Default,,,
,ovdp_hb_retries=3,,N/A,Static,Default,,,
,ovdp_hb_retries=3,,N/A,Static,Default,,,
,ovdp_hb_timeout=3600,,N/A,Static,Default,,,
,ovdp_login_retries=3,,N/A,Static,Default,,,
,ovdp_mode=0,,N/A,Static,Default,,,
,ovdp_rx_timeout=30,,N/A,Static,Default,,,
,ovdp_sms_interval=24,,N/A,Static,Default,,,
,ovdp_trust_list=,,N/A,Static,Default,,,
,ovdp_tx_retries=3,,N/A,Static,Default,,,
,ovdp_vendor_id=0003,,N/A,Static,Default,,,
,,,,,,,,
,port_mode=0,,Yes,Dynamic,Device - Cell backup,,The LAN port mode: 0: 2xLAN; 1: WAN+LAN,
,portal_enable=0,,,,Default,,,
,,,,,,,,
,pptpc_tunnel_action=,,VPN,Static,Default,,,
,pptpc_tunnel_name=,,VPN,Static,Default,,,
,pptpc_tunnels=,,VPN,Static,Default,,,
,pptps_debug=0,,VPN,Static,Default,,,
,pptps_enable=0,,VPN,Static,Default,,,
,pptps_expert=,,VPN,Static,Default,,,
,pptps_interval=60,,VPN,Static,Default,,,
,pptps_localip=,,VPN,Static,Default,,,
,pptps_mppe=0,,VPN,Static,Default,,,
,pptps_passwd=,,VPN,Static,Default,,,
,pptps_remoteip=,,VPN,Static,Default,,,
,pptps_remotemask=,,VPN,Static,Default,,,
,pptps_remotenet=,,VPN,Static,Default,,,
,pptps_retry=5,,VPN,Static,Default,,,
,pptps_username=,,VPN,Static,Default,,,
,,,,,,,,
,qos_ack=1,,QoS,Static,Default,,,
,qos_burst0=64,,QoS,Static,Default,,,
,qos_burst1=64,,QoS,Static,Default,,,
,qos_default=0,,QoS,Static,Default,,,
,qos_enable=0,,QoS,Static,Default,,,
,qos_ibw=100000,,QoS,Static,Default,,,
,qos_icmp=1,,QoS,Static,Default,,,
,qos_iface=,,QoS,Static,Default,,,
,qos_iface=wan1,,QoS,Static,Default,,,
,qos_inuse=1,,QoS,Static,Default,,,
,qos_irates=,,QoS,Static,Default,,,
,qos_method=1,,QoS,Static,Default,,,
,qos_obw=100000,,QoS,Static,Default,,,
,qos_old_iface=,,QoS,Static,Default,,,
,qos_orates=,,QoS,Static,Default,,,
,qos_reset=1,,QoS,Static,Default,,,
,qoslimit_enable=0,,QoS,Static,Default,,,
,qoslimit_rule_old=,,QoS,Static,Default,,,
,qoslimit_rule=,,QoS,Static,Default,,,
,,,,,,,,
,"rmon_advance_cfg=_wan1_imei,_wan1_iccid,_wan1_sinr",,Status Report,Dynamic,"Model, Device level modifications",,,
,rmon_cur_softver=1,,Status Report,Static,Default,,,
,rmon_enable=1,,Status Report,Static,Default,,,
,rmon_geolocation=0,,Status Report,Static,Default,,,
,rmon_hostname=1,,Status Report,Static,Default,,,
,rmon_httpapi_enable=1,,Status Report,Static,Default,,,
,rmon_io_value=0,,Status Report,Static,Default,,,
,rmon_ipaddr=1,,Status Report,Static,Default,,,
,rmon_ipaddr2=1,,Status Report,Static,Default,,,
,rmon_log_enable=1,,Status Report,Static,Default,,,
,rmon_passwd=test,,Status Report,Static,Default,,,
,rmon_protocol=2,,Status Report,Static,Default,,,
,rmon_rep_interval=120,,Status Report,Static,Default,,,
,rmon_report_args=1,,Status Report,Static,Default,,,
,rmon_serial_num=1,,Status Report,Static,Default,,,
,rmon_server_domain=apcommand.com,,Status Report,Static,Default,,,
,rmon_server_port=8002,,Status Report,Static,Default,,,
,rmon_signal_strength=1,,Status Report,Static,Default,,,
,rmon_terminal_id=1,,Status Report,Static,Default,,,
,rmon_timestamp=1,,Status Report,Static,Default,,,
,rmon_uptime=1,,Status Report,Static,Default,,,
,rmon_user=Test_4,,Status Report,Static,Default,,,
,,,,,,,,
,router_name=Router,,Router name,Static,Default,,,
,routes_static_saved=,,Static Routing,Static,Default,,,
,routes_static=,,Static Routing,Static,Default,,,
,rstats_exclude=,,Static Routing,Static,Default,,,
,,,,,,,,
,scep_challenge=,,Cert VPN,Static,Default,,,
,scep_common_name=,,Cert VPN,Static,Default,,,
,scep_domain=,,Cert VPN,Static,Default,,,
,scep_enable=0,,Cert VPN,Static,Default,,,
,scep_fqdn=,,Cert VPN,Static,Default,,,
,scep_key_len=1024,,Cert VPN,Static,Default,,,
,scep_poll_interval=60,,Cert VPN,Static,Default,,,
,scep_poll_retries=3,,Cert VPN,Static,Default,,,
,scep_poll_timeout=3600,,Cert VPN,Static,Default,,,
,scep_req=,,Cert VPN,Static,Default,,,
,scep_serialno=,,Cert VPN,Static,Default,,,
,scep_status=,,Cert VPN,Static,Default,,,
,scep_transid=,,Cert VPN,Static,Default,,,
,scep_unaddr=,,Cert VPN,Static,Default,,,
,scep_unit1=,,Cert VPN,Static,Default,,,
,scep_unit2=,,Cert VPN,Static,Default,,,
,scep_url=,,Cert VPN,Static,Default,,,
,,,,,,,,
,schedule_list=,,,,,,,
,,,,,,,,
,snmpd_comlist=,,SNMPD,Static,Default,,,
,snmpd_enable=0,,SNMPD,Static,Default,,,
,snmpd_grouplist= ,,SNMPD,Static,Default,,,
,snmpd_port=161,,SNMPD,Static,Default,,,
,snmpd_syscontact=,,SNMPD,Static,Default,,,
,snmpd_syslocation=,,SNMPD,Static,Default,,,
,snmpd_userlist=,,SNMPD,Static,Default,,,
,snmpd_version=,,SNMPD,Static,Default,,,
,snmptrap_server_ip=,,SNMPD,Static,Default,,,
,snmptrap_signal_level=10,,SNMPD,Static,Default,,,
,sshd_authkeys=,,SSH,Static,Default,,,
,sshd_description=,,SSH,Static,Default,,,
,sshd_enable=0,,SSH,Static,Default,,,
,sshd_hostkey=AAAAB3NzaC1yc2EAAAADAQABAAAAgwCSf/IA51I6hM8C8QxYzF8pbX84qadqnA1vRim/i920oZz6QD2xkhn02hJ0ohpuYTGK16AoFCrW/Lkc8A4TuBx8uQxldkA5jdAF5DMcGNr2qC9XR481BPjz9YGawgLGGO/Itkh9YHdR/FiMsb+h16MY1syCmnMOSII6jH/wI3hbSwXNAAAAgkX7VZUF63tl1ufOUzoWAr1s/5GHRaDBRA+sQiQswa9YZn8K8g2hv8F97MQHbb3dswdiorCSlbZWSm1e5TKZSA5xsJA0PTIE+ys8O3Jf5JEkhIm5O1V2UPYVOmaO1M//JryMV72eSdhtlqKRcrc+8yNWcr1ENEhpACM8HIgsukdBs8cAAABCAJ568Vay06Kayb5EBcYHuhwAz00SPHzp8/E0NGApFby5Gsbi6YXAURuWjpDbraB3MPMa6ZokyzgVcOvrO9YXbI/PAAAAQgDspb8Pq757LpKDR7DVP7ZF0mnoKALg7zpvzcr1C4+BnR8nKeeu5f4t2lBTqO/4J3FXu6vYtwJXOPS0o8tO8H17ow==,,SSH,Static,Default,,,
,sshd_hostkey2=AAAAB3NzaC1kc3MAAACBAKQivtUbDu4VxzhuBZXjElN3E5Q44WNd83Wc1FyqzLnSeA3n4dTyyRMbiD8toa+eMVttk5X9Oj/1OZRAwBkqZzvsz9W6feNEQbcGjiJrrHgwNaMFUboBlAtKvlvmLozpZzAnoA9dC6z0DGUIGZndI29+O9b0WB5KK6q0xijCzO2ZAAAAFQCrkkhUBVPkmxCcw6Wvj25bdzGh2wAAAIEAieTC+kkxc6LnOfDwdbTvVyLfM6AJEw/HXDpYcSvUl0crLDl1QeHeGjL/3LWh5E8oX9Cv+JJhElTo/hEHwm1afDyM0htzo87pQGfrZn/nLOxIeE6WQXjtFe5PNkZSakay2By5JFwqbHJB4OqC7oCIB/uL60mhAFsrp3qd4ZGHn8AAAACAJOCmvMrCjixfHxkiNDx7f8FFQp9RNgnDsYdzmXao0VAZmegJBoU/EcTm9YwtDe2/9UWlkmZEUxv+zXg8pey+cV9uGhKkaL0zqnF7qUPGLKX13GhWNMdQfoAB+6/ur8X5zQMadUtlCPthLbY6/li0x3te8KjZJSItuhKThAXKiIsAAAAULXDagp4W7KbwIY9A8PCoSxUQnS4=,,SSH,Static,Default,,,
,sshd_local=1,,SSH,Static,Default,,,
,sshd_pass=0,,SSH,Static,Default,,,
,sshd_port=22,,SSH,Static,Default,,,
,sshd_remote=0,,SSH,Static,Default,,,
,sshd_src=,,SSH,Static,Default,,,
,ssl_proxy_enable=1,,Smart ATM,Static,Default,,,
,ssl_proxy_processor_host=,,Smart ATM,Static,Default,,,
,ssl_proxy_processor_port=,,Smart ATM,Static,Default,,,
,ssl_proxy_tcp_server_addr=,,Smart ATM,Static,Default,,,
,ssl_proxy_tcp_server_port=,,Smart ATM,Static,Default,,,
,ssl_proxy_tcp_server_port=,,Smart ATM,Static,Default,,,
,ssl_server=1:1:1:7000:atm.columbusdata.net:6965:0:0:0;2:1:1:7003:208.224.248.160:1440:0:1:1;1:1:1:6661:atm.columbusdata.net:6965:0:0:0;1:1:1:561:atmssl.dnsatm.com:8002:0:0:0;1:1:1:562:209.177.203.146:443:0:0:0;1:0:0:5306:atm.planetpayment.net:5306:0:0:0;1:0:0:5307:atm.planetpayment.net:5307:0:0:0;1:0:0:5555:192.168.1.100:5555:0:0:0;1:0:0:5591:192.168.1.91:5555:0:0:0;1:1:1:7006:atm.columbusdata.net:6965:0:0:0;2:1:1:8444:sslgb.1stiso.com:8444:0:1:1;1:0:0:18456:192.168.1.100:18456:0:0:0;1:0:0:12345:192.168.1.123:80:0:0:0;2:1:1:447:EMV.SIBISYSTEMS.Com:9056:0:1:1;2:1:1:7002:pos.tnsi.com:5162:0:1:1;1:1:1:445:umcstunnellenexa.dyndns.org:49154:0:0:0;1:1:1:450:EFTDEBITATM.FNFIS.COM:443:0:0:0;1:1:1:453:umcstunnellenexa.dyndns.org:2097:0:0:0;1:1:1:465:umcstunnellenexa.dyndns.org:48154:0:0:0;2:1:1:7004:pos.tnsi.com:5550:0:1:1;1:0:0:1000:192.168.1.100:1000:0:0:0;1:0:0:5500:192.168.1.100:5500:0:0:0;1:0:0:5900:192.168.1.100:5900:0:0:0;1:1:1:5901:192.168.1.100:5901:0:0:0;1:0:0:2222:192.168.1.111:22:0:0:0;,,Smart ATM,Dynamic,Default,Must be configurable for GLOBAL ADMIN,,
,,,,,,,,
,stategrid_enable=,,N/A,Static,Default,,,
,sysconf_timestamp=,,N/A,Static,Default,,,
,t_cafree=1234,,N/A,Static,Default,,,
,,,,,,,,
,telnet_description=,,Telnet,Static,Default,,,
,telnet_enable=0,,Telnet,Static,Default,,,
,telnet_local=1,,Telnet,Static,Default,,,
,telnet_port=50023,,Telnet,Static,Default,,,
,telnet_remote=1,,Telnet,Static,Default,,,
,telnet_src=,,Telnet,Static,Default,,,
,tm_dst=1,,Time,Static,Default,,,
,"tm_sel=EST5EDT,M3.2.0/2,M11.1.0/2",,Time ,Static,Default,,,
,"tm_tz=EST5EDT,M3.2.0/2,M11.1.0/2",,Time,Static,Default,,,
,,,,,,,,
,up_bandwidth=1000,,qos,Static,Default,,,
,,,,,,,,
,vrrpd0_adv_interval=60,,VRRPD,Static,Default,,,
,vrrpd0_auth=none,,VRRPD,Static,Default,,,
,vrrpd0_enable=0,,VRRPD,Static,Default,,,
,vrrpd0_iface=lan0,,VRRPD,Static,Default,,,
,vrrpd0_mon=0,,VRRPD,Static,Default,,,
,vrrpd0_prio=20,,VRRPD,Static,Default,,,
,vrrpd0_vip=,,VRRPD,Static,Default,,,
,vrrpd0_vmac=0,,VRRPD,Static,Default,,,
,vrrpd0_vrid=1,,VRRPD,Static,Default,,,
,vrrpd1_adv_interval=60,,VRRPD,Static,Default,,,
,vrrpd1_auth=none,,VRRPD,Static,Default,,,
,vrrpd1_enable=0,,VRRPD,Static,Default,,,
,vrrpd1_iface=lan0,,VRRPD,Static,Default,,,
,vrrpd1_mon=0,,VRRPD,Static,Default,,,
,vrrpd1_prio=10,,VRRPD,Static,Default,,,
,vrrpd1_vip=,,VRRPD,Static,Default,,,
,vrrpd1_vmac=0,,VRRPD,Static,Default,,,
,vrrpd1_vrid=2,,VRRPD,Static,Default,,,
,,,,,,,,
,wan0_mac=,,Mac Address,Inherited,Inherited,,,
,,,,,,,,
,wan0_debug=0,,WAN0,Static,Default,,,
,wan0_mip=,,WAN0,Static,Default,,,
,wan0_mtu_enable=0,,WAN0,Static,Default,,,
,wan0_mtu=1500,,WAN0,Static,Default,,,
,wan0_netmask=255.255.255.0,,WAN0,Static,Default,,,
,wan0_ppp_ac=,,WAN0,Static,Default,,,
,wan0_ppp_am=0,,WAN0,Static,Default,,,
,wan0_ppp_check_interval=55,,WAN0,Static,Default,,,
,wan0_ppp_check_retries=10,,WAN0,Static,Default,,,
,wan0_ppp_hostuniq=,,WAN0,Static,Default,,,
,wan0_ppp_idletime=0,,WAN0,Static,Default,,,
,wan0_ppp_ip=,,WAN0,Static,Default,,,
,wan0_ppp_iph_comp=0,,WAN0,Static,Default,,,
,wan0_ppp_mode=0,,WAN0,Static,Default,,,
,wan0_ppp_mru=1500,,WAN0,Static,Default,,,
,wan0_ppp_options=,,WAN0,Static,Default,,,
,wan0_ppp_passwd=,,WAN0,Static,Default,,,
,wan0_ppp_peer=,,WAN0,Static,Default,,,
,wan0_ppp_peerdns=1,,WAN0,Static,Default,,,
,wan0_ppp_redial_interval=30,,WAN0,Static,Default,,,
,wan0_ppp_service=,,WAN0,Static,Default,,,
,wan0_ppp_static=0,,WAN0,Static,Default,,,
,wan0_ppp_txql=3,,WAN0,Static,Default,,,
,wan0_ppp_username=,,WAN0,Static,Default,,,
,wan0_schedule=,,WAN0,Static,Default,,,
,wan0_shared=1,,WAN0,Static,Default,,,
,wan0_trig_data=1,,WAN0,Static,Default,,,
,,,,,,,,
,wwan0_default_route=1,,WAN0,Static,Default,,,
,,,,,,,,
,wan3_default_route=1,,DUAL APN,Static,Default,,,
,wan3_mtu=1500,,DUAL APN,Static,Default,,,
,wan3_ppp_apn=cmnet,,DUAL APN,Static,Default,,,
,wan3_ppp_authen=0,,DUAL APN,Static,Default,,,
,wan3_ppp_passwd=,,DUAL APN,Static,Default,,,
,wan3_ppp_provider=China Mobile (GPRS/EDGE),,DUAL APN,Static,Default,,,
